uuid,task_type,question_type,query,question,options,answer,exp,other,source,medical competencies,medical disciplines,disease,symptom,procedure,equipment,drug,item,body,microbes,department,disease taboos,disease advices,level
c5a8020b-d9a2-463c-aec3-139c2de504a3,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医学伦理学中最古老、最有生命力的医德范畴是（　　）。
请从以下选项中选择一个答案：
A.医疗义务
B.医疗审慎
C.医疗情感
D.医疗良心
E.医疗保密

请注意，请你先给出正确答案，再给出你的解释。",医学伦理学中最古老、最有生命力的医德范畴是（　　）。,"['A.医疗义务', 'B.医疗审慎', 'C.医疗情感', 'D.医疗良心', 'E.医疗保密']",E,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
27bcf228-949e-4e63-b24d-ab6ba771b0fa,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列关于保密的说法中，错误的是（　　）。
请从以下选项中选择一个答案：
A.对他人和社会有害的医疗秘密不属于保密的范围
B.要求医务人员不有意探听病人的隐私
C.只有在病人提出保密的要求的情况下，医师应为患者的病史等保密
D.它是医学伦理学中最有生命力的医德范畴
E.它是医学伦理学中最古老的医德范畴

请注意，请你先给出正确答案，再给出你的解释。",下列关于保密的说法中，错误的是（　　）。,"['A.对他人和社会有害的医疗秘密不属于保密的范围', 'B.要求医务人员不有意探听病人的隐私', 'C.只有在病人提出保密的要求的情况下，医师应为患者的病史等保密', 'D.它是医学伦理学中最有生命力的医德范畴', 'E.它是医学伦理学中最古老的医德范畴']",C,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
0b5a70da-1ec8-444c-99b9-5dfa3dea3000,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于审慎，下述提法中错误的是（　　）。
请从以下选项中选择一个答案：
A.审慎是一种道德品质
B.审慎是一种处世态度
C.审慎是一种智慧表现
D.审慎与个人性格有关，是与生俱来的
E.审慎是以知识技能和冷静客观分析甚至丰富的经验为基础的

请注意，请你先给出正确答案，再给出你的解释。",关于审慎，下述提法中错误的是（　　）。,"['A.审慎是一种道德品质', 'B.审慎是一种处世态度', 'C.审慎是一种智慧表现', 'D.审慎与个人性格有关，是与生俱来的', 'E.审慎是以知识技能和冷静客观分析甚至丰富的经验为基础的']",D,,医学伦理学,MedQA,,,,,,,,,,,,,,
1ff03d24-2ec8-4252-aaeb-48c2ae77cae9,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下面关于审慎的说法中，错误的是（　　）。
请从以下选项中选择一个答案：
A.它是一种道德品质
B.它是一种处事态度，多是由后天修养练习获得的
C.有利于医疗质量的提高，并可防止医疗差错事故
D.有利于良好职业道德的培养
E.可使业务能力和技术水平大幅度提高

请注意，请你先给出正确答案，再给出你的解释。",下面关于审慎的说法中，错误的是（　　）。,"['A.它是一种道德品质', 'B.它是一种处事态度，多是由后天修养练习获得的', 'C.有利于医疗质量的提高，并可防止医疗差错事故', 'D.有利于良好职业道德的培养', 'E.可使业务能力和技术水平大幅度提高']",E,,医学伦理学,MedQA,,,,,,,,,,,,,,
d7df9475-85df-4cdb-9dca-e1b0b30ac2e2,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于道德权利，下述提法中正确的是（　　）。
请从以下选项中选择一个答案：
A.道德权利都是法律权利
B.道德权利是依法行使的权力和应享受的利益
C.法律权利基本都是道德权利
D.道德权利与道德义务是对应的
E.道德权利是尽道德义务的前提

请注意，请你先给出正确答案，再给出你的解释。",关于道德权利，下述提法中正确的是（　　）。,"['A.道德权利都是法律权利', 'B.道德权利是依法行使的权力和应享受的利益', 'C.法律权利基本都是道德权利', 'D.道德权利与道德义务是对应的', 'E.道德权利是尽道德义务的前提']",C,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
e6475e99-f176-4fce-9969-997237827d53,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医生行使干涉权不是针对（　　）。
请从以下选项中选择一个答案：
A.病人自主要求易诊时
B.精神病患者、自杀未遂者拒绝治疗
C.需要进行隔离的传染病患者
D.人体实验出现高度危险时而中止实验
E.危重病人要求了解自己的疾病实情，但了解后不利于诊治，医生隐瞒真相

请注意，请你先给出正确答案，再给出你的解释。",医生行使干涉权不是针对（　　）。,"['A.病人自主要求易诊时', 'B.精神病患者、自杀未遂者拒绝治疗', 'C.需要进行隔离的传染病患者', 'D.人体实验出现高度危险时而中止实验', 'E.危重病人要求了解自己的疾病实情，但了解后不利于诊治，医生隐瞒真相']",A,,医学伦理学,MedQA,,,,,,,,,,,,,,
4c008978-61b1-435c-9223-b5c200d44890,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医生行使道德权利，下述提法中错误的是（　　）。
请从以下选项中选择一个答案：
A.医生行使道德权利具有自主性
B.医生在特殊情况下可行使干涉权
C.医生行使道德权利具有特殊性
D.医生行使道德权利不受病人自主权的制约
E.医生行使道德权利具有专业权威性

请注意，请你先给出正确答案，再给出你的解释。",关于医生行使道德权利，下述提法中错误的是（　　）。,"['A.医生行使道德权利具有自主性', 'B.医生在特殊情况下可行使干涉权', 'C.医生行使道德权利具有特殊性', 'D.医生行使道德权利不受病人自主权的制约', 'E.医生行使道德权利具有专业权威性']",D,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
93370620-c3a0-4a5e-98b6-5a03873bef55,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
下列哪项不是病人的权利？（　　）
请从以下选项中选择一个答案：
A.在任何时候退出人体实验
B.拒绝疾病的治疗
C.监督医疗过程
D.获悉病情
E.保护自己所有的隐私

请注意，请你先给出正确答案，再给出你的解释。",下列哪项不是病人的权利？（　　）,"['A.在任何时候退出人体实验', 'B.拒绝疾病的治疗', 'C.监督医疗过程', 'D.获悉病情', 'E.保护自己所有的隐私']",E,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
6ffc13bc-46ee-42cb-9eb8-b8f2ac64488e,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
病人的自主权在（　　）有效。
请从以下选项中选择一个答案：
A.患精神疾病时
B.对他人生命造成威胁时
C.与其他病人的利益冲突时
D.自杀时
E.以上都不是

请注意，请你先给出正确答案，再给出你的解释。",病人的自主权在（　　）有效。,"['A.患精神疾病时', 'B.对他人生命造成威胁时', 'C.与其他病人的利益冲突时', 'D.自杀时', 'E.以上都不是']",E,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
f91ed1a0-00c1-488f-b593-21ec1c1e1485,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于患者的道德权利，下述说法中错误的是（　　）。
请从以下选项中选择一个答案：
A.人人都有享有基本医疗保健的权利
B.患者都有受到尊重的权利
C.患者在认为自己受到伤害时有提起诉讼的权利
D.医生在任何情况下需要尊重病人要求保密的权利
E.有自主能力的病人享有充分的知情同意的权利

请注意，请你先给出正确答案，再给出你的解释。",关于患者的道德权利，下述说法中错误的是（　　）。,"['A.人人都有享有基本医疗保健的权利', 'B.患者都有受到尊重的权利', 'C.患者在认为自己受到伤害时有提起诉讼的权利', 'D.医生在任何情况下需要尊重病人要求保密的权利', 'E.有自主能力的病人享有充分的知情同意的权利']",D,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
e12b9ee8-2d68-46d0-9de8-772df90cd7c1,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
最近报道一女青年接受X光检查时，对医生让其脱掉上衣不解，甚至认为医生这样做是非常无礼的，有的甚至因此发生纠纷。此案例说明的核心伦理学问题是（　　）。
请从以下选项中选择一个答案：
A.患者的思想太封建了
B.医生没有任何可指责之处
C.应有女护士在旁陪伴
D.医院应该在X光检查室门口出示须知
E.医生没有完全尽到让患者知情同意的义务

请注意，请你先给出正确答案，再给出你的解释。",最近报道一女青年接受X光检查时，对医生让其脱掉上衣不解，甚至认为医生这样做是非常无礼的，有的甚至因此发生纠纷。此案例说明的核心伦理学问题是（　　）。,"['A.患者的思想太封建了', 'B.医生没有任何可指责之处', 'C.应有女护士在旁陪伴', 'D.医院应该在X光检查室门口出示须知', 'E.医生没有完全尽到让患者知情同意的义务']",E,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,['X光检查'],,,,['上衣'],,,,,
11a336cb-c308-4fef-b18c-77e4a50e1078,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
在下列各项中，医师可以行使特殊的干涉权的是（　　）。
请从以下选项中选择一个答案：
A.对需要隔离的传染病患者拒绝隔离的
B.在教学医院内住院的患者拒绝接受医学生实习
C.在有科研任务的医院内住院的患者拒绝作为受试者
D.门诊就医的患者拒绝按医师开出的特殊检查项目进行检查
E.门诊就医的患者拒绝向医师吐露与疾病有关的隐私

请注意，请你先给出正确答案，再给出你的解释。",在下列各项中，医师可以行使特殊的干涉权的是（　　）。,"['A.对需要隔离的传染病患者拒绝隔离的', 'B.在教学医院内住院的患者拒绝接受医学生实习', 'C.在有科研任务的医院内住院的患者拒绝作为受试者', 'D.门诊就医的患者拒绝按医师开出的特殊检查项目进行检查', 'E.门诊就医的患者拒绝向医师吐露与疾病有关的隐私']",A,,医学伦理学,MedQA,"['医学基础知识', '公卫法律伦理']",['公卫卫生与预防医学'],,,,,,,,,,,,
2a906ba3-f001-436d-99b2-c68775acfc73,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
对于长期慢性病人，宜采取的医患关系模式是（　　）。
请从以下选项中选择一个答案：
A.主动—被动型
B.被动—主动型
C.指导—合作型
D.共同参与型
E.合作—指导型

请注意，请你先给出正确答案，再给出你的解释。",对于长期慢性病人，宜采取的医患关系模式是（　　）。,"['A.主动—被动型', 'B.被动—主动型', 'C.指导—合作型', 'D.共同参与型', 'E.合作—指导型']",D,,医学伦理学,MedQA,"['医学基础知识', '公卫法律伦理']",['临床医学'],,,,,,,,,,,,
6445ceb8-d5f3-4844-9db1-35def8a90539,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医患关系是以社会主义法制为保障建立起来的（　　）。
请从以下选项中选择一个答案：
A.权威关系
B.信誉关系
C.互助关系
D.友好关系
E.信托关系

请注意，请你先给出正确答案，再给出你的解释。",医患关系是以社会主义法制为保障建立起来的（　　）。,"['A.权威关系', 'B.信誉关系', 'C.互助关系', 'D.友好关系', 'E.信托关系']",E,,医学伦理学,MedQA,,,,,,,,,,,,,,
c765b92e-0c4c-4d23-af3b-d965cf5c7396,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医患关系的性质，错误的是（　　）。
请从以下选项中选择一个答案：
A.医患关系是建立在信赖基础上的特殊人际关系
B.医患关系是建立在平等基础上的契约关系
C.医患关系是同志式的平等关系
D.医患关系双方因为医生处于主动一方，患者处于被动一方而成为不平等的人际关系
E.医患关系是以社会主义法制为保障建立起来的信托关系

请注意，请你先给出正确答案，再给出你的解释。",关于医患关系的性质，错误的是（　　）。,"['A.医患关系是建立在信赖基础上的特殊人际关系', 'B.医患关系是建立在平等基础上的契约关系', 'C.医患关系是同志式的平等关系', 'D.医患关系双方因为医生处于主动一方，患者处于被动一方而成为不平等的人际关系', 'E.医患关系是以社会主义法制为保障建立起来的信托关系']",D,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
66494d40-e102-4250-bc15-add633be24a0,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医患关系，错误的是（　　）。
请从以下选项中选择一个答案：
A.随着技术的进步，医患关系在很大程度上被物化了
B.医患关系的物化必然割裂了医生和患者的情感
C.医患关系已从传统的道德调整向道德调整和法律规范的过渡
D.医患关系的法制化趋势对医生的职业道德提出了越来越高的要求
E.医患之间的不协调的出现和增加在一定程度上说明了医患关系的民主化趋势

请注意，请你先给出正确答案，再给出你的解释。",关于医患关系，错误的是（　　）。,"['A.随着技术的进步，医患关系在很大程度上被物化了', 'B.医患关系的物化必然割裂了医生和患者的情感', 'C.医患关系已从传统的道德调整向道德调整和法律规范的过渡', 'D.医患关系的法制化趋势对医生的职业道德提出了越来越高的要求', 'E.医患之间的不协调的出现和增加在一定程度上说明了医患关系的民主化趋势']",B,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
58291abd-7393-4904-a31d-ed02f1c0efff,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于正确处理医务人员之间的关系的意义，错误的是（　　）。
请从以下选项中选择一个答案：
A.有利于医学事业的发展
B.有利于为患者提供高质量的服务
C.有利于医院整体的发展
D.有利于建立和谐的医患关系
E.有利于医务人员团结起来维护自身的利益

请注意，请你先给出正确答案，再给出你的解释。",关于正确处理医务人员之间的关系的意义，错误的是（　　）。,"['A.有利于医学事业的发展', 'B.有利于为患者提供高质量的服务', 'C.有利于医院整体的发展', 'D.有利于建立和谐的医患关系', 'E.有利于医务人员团结起来维护自身的利益']",E,,医学伦理学,MedQA,,,,,,,,,,,,,,
39a6f27e-2c06-46a8-bb44-2d123ec11175,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医务人员共同的首要义务和天职是（　　）。
请从以下选项中选择一个答案：
A.维护医务人员和医院的自身利益
B.维护医务人员和医院的声誉
C.维护医院的经济效益
D.维护病人的利益和社会公益
E.维护医务人员之间的和谐

请注意，请你先给出正确答案，再给出你的解释。",医务人员共同的首要义务和天职是（　　）。,"['A.维护医务人员和医院的自身利益', 'B.维护医务人员和医院的声誉', 'C.维护医院的经济效益', 'D.维护病人的利益和社会公益', 'E.维护医务人员之间的和谐']",D,,医学伦理学,MedQA,,,,,,,,,,,,,,
8311a35e-06c2-4d01-b03b-ebb5f7b1040a,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于涉及人体的临床医学研究，正确的是（　　）。
请从以下选项中选择一个答案：
A.必须在开始之前提交伦理委员会审查
B.在进行中必须提交伦理委员会审查
C.必须在开始之后提交伦理委员会审查
D.必须在完成之后提交伦理委员会进行监督
E.只要遵守国际国内准则就无须提交伦理委员会审查

请注意，请你先给出正确答案，再给出你的解释。",关于涉及人体的临床医学研究，正确的是（　　）。,"['A.必须在开始之前提交伦理委员会审查', 'B.在进行中必须提交伦理委员会审查', 'C.必须在开始之后提交伦理委员会审查', 'D.必须在完成之后提交伦理委员会进行监督', 'E.只要遵守国际国内准则就无须提交伦理委员会审查']",A,,医学伦理学,MedQA,公卫法律伦理,临床医学,,,,,,,,,,,,
dfd7c4ee-4831-4170-9ec8-32aedf5fa858,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于人体实验中的知情同意，正确的是（　　）。
请从以下选项中选择一个答案：
A.“知情”是指受试者参加实验前，知道即将开始的实验的目的、方法、预期的好处，不包括潜在的严重的风险，以免增加受试者的心理负担
B.“同意”是指受试者口头上明确表示同意参加实验
C.缺乏或丧失自主能力的人不能作为受试者参加实验
D.已同意参加实验的受试者签署知情同意书后，可以随意退出实验
E.如果受试者是病人，不能参加人体实验

请注意，请你先给出正确答案，再给出你的解释。",关于人体实验中的知情同意，正确的是（　　）。,"['A.“知情”是指受试者参加实验前，知道即将开始的实验的目的、方法、预期的好处，不包括潜在的严重的风险，以免增加受试者的心理负担', 'B.“同意”是指受试者口头上明确表示同意参加实验', 'C.缺乏或丧失自主能力的人不能作为受试者参加实验', 'D.已同意参加实验的受试者签署知情同意书后，可以随意退出实验', 'E.如果受试者是病人，不能参加人体实验']",D,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
18fbcb23-ca8e-44f4-9d0f-660ebe20bf19,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
维护受试者利益，可通过以下方式予以保障，除外（　　）。
请从以下选项中选择一个答案：
A.以动物实验为基础
B.实验中有专家参与或指导
C.对受试者做到知情同意
D.实验中若出现严重的可能危害受试者利益的情况发生，在不影响实验继续的前提下，要立即采取措施以减轻对受试者的伤害
E.实验中若出现严重危害受试者利益的情况发生，要马上中止实验

请注意，请你先给出正确答案，再给出你的解释。",维护受试者利益，可通过以下方式予以保障，除外（　　）。,"['A.以动物实验为基础', 'B.实验中有专家参与或指导', 'C.对受试者做到知情同意', 'D.实验中若出现严重的可能危害受试者利益的情况发生，在不影响实验继续的前提下，要立即采取措施以减轻对受试者的伤害', 'E.实验中若出现严重危害受试者利益的情况发生，要马上中止实验']",D,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
810e0dd6-9b30-4bb4-9337-5aaabcde641d,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
对患有不治之症且濒临死亡而又极度痛苦的病人，停止采用人工干预方式抢救而缩短病人痛苦的死亡过程称为（　　）。
请从以下选项中选择一个答案：
A.医生助死
B.积极安乐死
C.消极安乐死
D.自愿安乐死
E.非自愿安乐死

请注意，请你先给出正确答案，再给出你的解释。",对患有不治之症且濒临死亡而又极度痛苦的病人，停止采用人工干预方式抢救而缩短病人痛苦的死亡过程称为（　　）。,"['A.医生助死', 'B.积极安乐死', 'C.消极安乐死', 'D.自愿安乐死', 'E.非自愿安乐死']",C,,医学伦理学,MedQA,"['医学基础知识', '公卫法律伦理']","['基础医学', '临床医学']",,['极度痛苦'],['停止采用人工干预方式抢救'],,,,,,['临终关怀科'],,,None
923130ca-8649-424d-a010-51a18aca7820,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于临终关怀符合伦理学的原因，说法错误的是（　　）。
请从以下选项中选择一个答案：
A.可以减轻家庭的经济负担
B.提高病人的生命质量
C.可以缩短病人的痛苦的生命时限
D.客观上可以节约卫生资源
E.为了人类文明的进步

请注意，请你先给出正确答案，再给出你的解释。",关于临终关怀符合伦理学的原因，说法错误的是（　　）。,"['A.可以减轻家庭的经济负担', 'B.提高病人的生命质量', 'C.可以缩短病人的痛苦的生命时限', 'D.客观上可以节约卫生资源', 'E.为了人类文明的进步']",A,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,['临终关怀科'],,,
99b37fe5-0a66-4057-b509-16932f986fc3,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
执行脑死亡标准的伦理意义不包括（　　）。
请从以下选项中选择一个答案：
A.弥补传统的死亡标准的不足
B.有利于科学地判断死亡
C.更体现了对生命的尊重
D.直接地达到开展器官移植的目的
E.客观上有利于节约卫生资源

请注意，请你先给出正确答案，再给出你的解释。",执行脑死亡标准的伦理意义不包括（　　）。,"['A.弥补传统的死亡标准的不足', 'B.有利于科学地判断死亡', 'C.更体现了对生命的尊重', 'D.直接地达到开展器官移植的目的', 'E.客观上有利于节约卫生资源']",D,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
67500823-3f17-4e95-87b3-957fa5131bdd,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于人类胚胎干细胞研究和应用的伦理原则，错误的是（　　）。
请从以下选项中选择一个答案：
A.无论胚胎是不是人，都应该得到尊重
B.需先经动物实验等措施，以符合安全和有效的原则
C.禁止故意生产、销售、买卖配子和胚胎等，以防止商品化
D.配子和胚胎等属于个人财产，允许买卖，符合公平的原则
E.与病人或受试者有关的信息应充分告知

请注意，请你先给出正确答案，再给出你的解释。",关于人类胚胎干细胞研究和应用的伦理原则，错误的是（　　）。,"['A.无论胚胎是不是人，都应该得到尊重', 'B.需先经动物实验等措施，以符合安全和有效的原则', 'C.禁止故意生产、销售、买卖配子和胚胎等，以防止商品化', 'D.配子和胚胎等属于个人财产，允许买卖，符合公平的原则', 'E.与病人或受试者有关的信息应充分告知']",D,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
fbe8f7f3-84ff-463e-b389-a7483bbdad4b,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
一个供精者的精子最多只能提供给（　　）。
请从以下选项中选择一个答案：
A.8名妇女受孕
B.7名妇女受孕
C.6名妇女受孕
D.5名妇女受孕
E.4名妇女受孕

请注意，请你先给出正确答案，再给出你的解释。",一个供精者的精子最多只能提供给（　　）。,"['A.8名妇女受孕', 'B.7名妇女受孕', 'C.6名妇女受孕', 'D.5名妇女受孕', 'E.4名妇女受孕']",D,,医学伦理学,MedQA,,['生殖医学'],,,,,,,,,,,,
fce7bb5d-ce5f-441d-9bb0-e77435c634ba,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
实施人工授精可能产生的伦理问题，不包括（　　）。
请从以下选项中选择一个答案：
A.对单身妇女是否可以实施
B.谁是孩子的父亲
C.是否允许代孕
D.精子可否商品化
E.保密问题

请注意，请你先给出正确答案，再给出你的解释。",实施人工授精可能产生的伦理问题，不包括（　　）。,"['A.对单身妇女是否可以实施', 'B.谁是孩子的父亲', 'C.是否允许代孕', 'D.精子可否商品化', 'E.保密问题']",C,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
6e8bf06a-d31f-47f6-b558-7e3ae11a1b2f,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于实施人类辅助生殖技术的伦理原则，不当的是（　　）。
请从以下选项中选择一个答案：
A.知情同意的原则
B.限制商品化的原则
C.互盲和保密的原则
D.维护供受双方利益的原则
E.维护后代利益的原则

请注意，请你先给出正确答案，再给出你的解释。",关于实施人类辅助生殖技术的伦理原则，不当的是（　　）。,"['A.知情同意的原则', 'B.限制商品化的原则', 'C.互盲和保密的原则', 'D.维护供受双方利益的原则', 'E.维护后代利益的原则']",B,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
3c38fac4-43b5-4d63-bdde-78b9f1cfa1aa,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
在下列各项中，违背卫生部颁布的人类辅助生殖技术伦理原则的是使用（　　）。
请从以下选项中选择一个答案：
A.捐赠的精子
B.亲属代孕
C.卵胞浆内单精子注射
D.捐赠的卵子
E.植入前胚胎遗传学诊断

请注意，请你先给出正确答案，再给出你的解释。",在下列各项中，违背卫生部颁布的人类辅助生殖技术伦理原则的是使用（　　）。,"['A.捐赠的精子', 'B.亲属代孕', 'C.卵胞浆内单精子注射', 'D.捐赠的卵子', 'E.植入前胚胎遗传学诊断']",B,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
74aee14b-de09-4d51-9c0a-0d07c5ab2753,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医德评价的方式，正确的是（　　）。
请从以下选项中选择一个答案：
A.社会习俗、社会舆论和传统信念
B.传统习俗、个人修养和社会信念
C.内心信念、传统习俗和社会舆论
D.社会舆论、传统信念与良好动机
E.完美效果、社会习俗和内心信念

请注意，请你先给出正确答案，再给出你的解释。",关于医德评价的方式，正确的是（　　）。,"['A.社会习俗、社会舆论和传统信念', 'B.传统习俗、个人修养和社会信念', 'C.内心信念、传统习俗和社会舆论', 'D.社会舆论、传统信念与良好动机', 'E.完美效果、社会习俗和内心信念']",C,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
d76cc190-b80e-4ee1-b152-f12ecc0fa124,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
对医务人员进行道德评价的依据是（　　）。
请从以下选项中选择一个答案：
A.动机与手段的统一
B.动机与效果的统一
C.手段与效果的统一
D.目的与效果的统一
E.动机与目的的统一

请注意，请你先给出正确答案，再给出你的解释。",对医务人员进行道德评价的依据是（　　）。,"['A.动机与手段的统一', 'B.动机与效果的统一', 'C.手段与效果的统一', 'D.目的与效果的统一', 'E.动机与目的的统一']",B,,医学伦理学,MedQA,公卫法律伦理,公卫卫生与预防医学,,,,,,,,,,,,
7a5170c3-7afe-4844-b074-6cad6db62a34,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
医务人员修养的根本途径和方法是（　　）。
请从以下选项中选择一个答案：
A.坚持学习医德的理论知识
B.坚持持之以恒
C.坚持自我评价
D.追求慎独
E.坚持医疗卫生实践

请注意，请你先给出正确答案，再给出你的解释。",医务人员修养的根本途径和方法是（　　）。,"['A.坚持学习医德的理论知识', 'B.坚持持之以恒', 'C.坚持自我评价', 'D.追求慎独', 'E.坚持医疗卫生实践']",E,,医学伦理学,MedQA,,,,,,,,,,,,,,
6863fb15-70f6-4e21-9ef6-6a1aa5971de2,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
关于医德评价，错误的是（　　）。
请从以下选项中选择一个答案：
A.医德评价的主体有两种：他人和自己
B.进行医德评价的标准依据每个人不同而不同
C.医德评价是医德原则和规范转化为医务人员行为的中介和桥梁
D.进行医德评价不能只看行为的客观效果
E.医德评价的方式有社会舆论、内心信念和传统习俗

请注意，请你先给出正确答案，再给出你的解释。",关于医德评价，错误的是（　　）。,"['A.医德评价的主体有两种：他人和自己', 'B.进行医德评价的标准依据每个人不同而不同', 'C.医德评价是医德原则和规范转化为医务人员行为的中介和桥梁', 'D.进行医德评价不能只看行为的客观效果', 'E.医德评价的方式有社会舆论、内心信念和传统习俗']",B,,医学伦理学,MedQA,['公卫法律伦理'],['公卫卫生与预防医学'],,,,,,,,,,,,
ed3bcdaa-fca9-4690-8f32-bb8f9679ed02,medical knowledge QA,single-choice question,"你是一个医学方面的专家，现在请你回答以下问题：
美国一女患者，患有严重的脑综合征、慢性褥疮、心脏病、糖尿病等，对环境没有感觉，只有原始的脑功能，有自主呼吸，没有认识、行为能力，且无改善的希望，住院不久即插入鼻饲管以维持生命。她的监护人要求取走鼻饲管，被主管医师拒绝，监护人向法院起诉要求强迫取走，法院同意并下令取走；但受理上诉的法院否定了这个决定，认为中止喂饲就是杀人。3年后，女患者死亡，她的鼻饲管仍保留着。1．主管医师拒绝患者监护人的请求，是因为：医疗行为必须体现（　　）。
请从以下选项中选择一个答案：
A.生命神圣
B.医乃仁术
C.不伤害原则
D.尊重患者自主原则
E.以上都是

请注意，请你先给出正确答案，再给出你的解释。",美国一女患者，患有严重的脑综合征、慢性褥疮、心脏病、糖尿病等，对环境没有感觉，只有原始的脑功能，有自主呼吸，没有认识、行为能力，且无改善的希望，住院不久即插入鼻饲管以维持生命。她的监护人要求取走鼻饲管，被主管医师拒绝，监护人向法院起诉要求强迫取走，法院同意并下令取走；但受理上诉的法院否定了这个决定，认为中止喂饲就是杀人。3年后，女患者死亡，她的鼻饲管仍保留着。1．主管医师拒绝患者监护人的请求，是因为：医疗行为必须体现（　　）。,"['A.生命神圣', 'B.医乃仁术', 'C.不伤害原则', 'D.尊重患者自主原则', 'E.以上都是']",E,,医学伦理学,MedQA,"['医学基础知识', '公卫法律伦理']",['临床医学'],"['严重的脑综合征', '慢性褥疮', '心脏病', '糖尿病']","['对环境没有感觉', '只有原始的脑功能', '有自主呼吸', '没有认识、行为能力']","['插入鼻饲管', '取走鼻饲管']",,,,"['脑', '心脏']",,"['内科', '神经内科', '心血管内科', '内分泌科']",,,None
